date,close,adj_close,volume
2000-01-03,22.58342742919922,22.58342742919922,8402230
2000-01-04,23.90630340576172,23.90630340576172,16051191
2000-01-05,24.898466110229492,24.898466110229492,19823822
2000-01-06,23.90630340576172,23.90630340576172,7903193
2000-01-07,23.52834129333496,23.52834129333496,6773543
2000-01-10,27.11901092529297,27.11901092529297,33965839
2000-01-11,27.402477264404297,27.402477264404297,20134820
2000-01-12,25.465412139892578,25.465412139892578,13100963
2000-01-13,26.31583595275879,26.31583595275879,8732387
2000-01-14,25.37091827392578,25.37091827392578,8151546
2000-01-18,26.079605102539062,26.079605102539062,8101774
2000-01-19,26.268590927124023,26.268590927124023,6551343
2000-01-20,25.418170928955078,25.418170928955078,7212063
2000-01-21,24.756731033325195,24.756731033325195,8284136
2000-01-24,25.181936264038086,25.181936264038086,8343031
2000-01-25,28.347400665283203,28.347400665283203,29911201
2000-01-26,27.68596076965332,27.68596076965332,10400710
2000-01-27,28.063926696777344,28.063926696777344,9818449
2000-01-28,27.78045082092285,27.78045082092285,7500963
2000-01-31,27.44973373413086,27.44973373413086,7909072
2000-02-01,27.213499069213867,27.213499069213867,7237202
2000-02-02,28.158414840698242,28.158414840698242,9411353
2000-02-03,28.630876541137695,28.630876541137695,10908160
2000-02-04,28.81985855102539,28.81985855102539,6272985
2000-02-07,28.72536277770996,28.72536277770996,6153573
2000-02-08,28.39464569091797,28.39464569091797,5780233
2000-02-09,28.489133834838867,28.489133834838867,6158338
2000-02-10,27.922178268432617,27.922178268432617,5675925
2000-02-11,28.630876541137695,28.630876541137695,7247035
2000-02-14,27.969438552856445,27.969438552856445,5201622
2000-02-15,27.87494659423828,27.87494659423828,7082717
2000-02-16,27.922178268432617,27.922178268432617,4475215
2000-02-17,27.59147071838379,27.59147071838379,4756310
2000-02-18,26.83553695678711,26.83553695678711,6493867
2000-02-22,25.22918128967285,25.22918128967285,12744146
2000-02-23,25.7961368560791,25.7961368560791,8371718
2000-02-24,25.087446212768555,25.087446212768555,8338672
2000-02-25,23.433847427368164,23.433847427368164,8440649
2000-02-28,24.756731033325195,24.756731033325195,7943639
2000-02-29,25.701644897460938,25.701644897460938,5506437
2000-03-01,26.22134017944336,26.22134017944336,7250380
2000-03-02,26.079605102539062,26.079605102539062,6588241
2000-03-03,27.59147071838379,27.59147071838379,14559757
2000-03-06,27.213499069213867,27.213499069213867,7341004
2000-03-07,27.213499069213867,27.213499069213867,7588140
2000-03-08,26.410329818725586,26.410329818725586,6294577
2000-03-09,27.402477264404297,27.402477264404297,5623011
2000-03-10,26.55206298828125,26.55206298828125,7061936
2000-03-13,26.410329818725586,26.410329818725586,5247440
2000-03-14,25.7961368560791,25.7961368560791,5589559
2000-03-15,26.31583595275879,26.31583595275879,6642980
2000-03-16,26.69379997253418,26.69379997253418,8335124
2000-03-17,27.827699661254883,27.827699661254883,8753675
2000-03-20,29.812007904052734,29.812007904052734,16985606
2000-03-21,29.62303352355957,29.62303352355957,13362088
2000-03-22,30.61518669128418,30.61518669128418,13725900
2000-03-23,31.418371200561523,31.418371200561523,8163811
2000-03-24,31.323877334594727,31.323877334594727,6630411
2000-03-27,31.56009864807129,31.56009864807129,5797669
2000-03-28,30.9459171295166,30.9459171295166,7592600
2000-03-29,30.851411819458008,30.851411819458008,5162494
2000-03-30,30.426210403442383,30.426210403442383,5418652
2000-03-31,31.182146072387695,31.182146072387695,5358236
2000-04-03,31.607351303100586,31.607351303100586,4870654
2000-04-04,31.087644577026367,31.087644577026367,7049975
2000-04-05,30.237220764160156,30.237220764160156,5140193
2000-04-06,30.567955017089844,30.567955017089844,3615509
2000-04-07,30.993154525756836,30.993154525756836,3298023
2000-04-10,31.229379653930664,31.229379653930664,3665585
2000-04-11,32.12705612182617,32.12705612182617,6923365
2000-04-12,30.284467697143555,30.284467697143555,8414293
2000-04-13,29.670278549194336,29.670278549194336,5078459
2000-04-14,29.386816024780273,29.386816024780273,8248251
2000-04-17,29.292306900024414,29.292306900024414,6537253
2000-04-18,29.859256744384766,29.859256744384766,4275520
2000-04-19,30.9459171295166,30.9459171295166,8579219
2000-04-20,31.93807029724121,31.93807029724121,5438824
2000-04-24,30.426210403442383,30.426210403442383,3844197
2000-04-25,30.61518669128418,30.61518669128418,3749417
2000-04-26,32.03255844116211,32.03255844116211,6002636
2000-04-27,31.465614318847656,31.465614318847656,4674810
2000-04-28,32.97747802734375,32.97747802734375,11731272
