date,close,adj_close,volume
2020-03-19,41.55553436279297,41.55553436279297,7000
2020-03-20,41.32596206665039,41.32596206665039,3600
2020-03-23,36.73418045043945,36.73418045043945,11900
2020-03-24,36.73418045043945,36.73418045043945,77800
2020-03-25,37.66172409057617,37.66172409057617,7000
2020-03-26,41.32596206665039,41.32596206665039,29100
2020-03-27,41.54176712036133,41.54176712036133,263200
2020-03-30,45.917728424072266,45.917728424072266,118100
2020-03-31,45.917728424072266,45.917728424072266,210300
2020-04-01,42.88716125488281,42.88716125488281,1206100
2020-04-02,40.4076042175293,40.4076042175293,9264200
2020-04-03,43.4565315246582,43.4565315246582,22551600
2020-04-06,42.18920135498047,42.18920135498047,10294200
2020-04-07,40.66474151611328,40.66474151611328,12146500
2020-04-08,40.49025344848633,40.49025344848633,22265800
2020-04-09,45.12794494628906,45.12794494628906,17355600
2020-04-13,42.24430847167969,42.24430847167969,8545100
2020-04-14,42.14329147338867,42.14329147338867,10152100
2020-04-15,40.91268539428711,40.91268539428711,7935500
2020-04-16,41.89532470703125,41.89532470703125,8740200
2020-04-17,42.382057189941406,42.382057189941406,7878100
2020-04-20,41.684104919433594,41.684104919433594,5407500
2020-04-21,42.1524772644043,42.1524772644043,6939700
2020-04-22,43.20857620239258,43.20857620239258,6801900
2020-04-23,43.59428405761719,43.59428405761719,5174800
2020-04-24,43.94326400756836,43.94326400756836,6446900
2020-04-27,44.28305435180664,44.28305435180664,5541100
2020-04-28,45.78914260864258,45.78914260864258,5368200
2020-04-29,46.97382736206055,46.97382736206055,4343900
2020-04-30,46.75343704223633,46.75343704223633,6123800
2020-05-01,45.651397705078125,45.651397705078125,3089700
2020-05-04,45.4860954284668,45.4860954284668,5676600
2020-05-05,44.163673400878906,44.163673400878906,4103600
2020-05-06,44.365699768066406,44.365699768066406,2931800
2020-05-07,47.5799560546875,47.5799560546875,4803200
2020-05-08,48.62687683105469,48.62687683105469,4289400
2020-05-11,47.5799560546875,47.5799560546875,3150600
2020-05-12,45.66058349609375,45.66058349609375,3059800
2020-05-13,44.27387619018555,44.27387619018555,4567000
2020-05-14,44.081024169921875,44.081024169921875,4849900
2020-05-15,44.89836502075195,44.89836502075195,2981400
2020-05-18,47.873817443847656,47.873817443847656,4452600
2020-05-19,48.039127349853516,48.039127349853516,2050300
2020-05-20,48.83808517456055,48.83808517456055,4755100
2020-05-21,47.96236801147461,47.96236801147461,3813100
2020-05-22,47.667381286621094,47.667381286621094,2134300
2020-05-26,46.91148376464844,46.91148376464844,6247000
2020-05-27,48.28500747680664,48.28500747680664,5202300
2020-05-28,46.97601318359375,46.97601318359375,4260700
2020-05-29,48.53389358520508,48.53389358520508,7522700
2020-06-01,49.85210037231445,49.85210037231445,3073300
2020-06-02,49.916629791259766,49.916629791259766,2638100
2020-06-03,51.13343048095703,51.13343048095703,4134500
2020-06-04,51.068904876708984,51.068904876708984,3281300
2020-06-05,53.9910774230957,53.9910774230957,4615100
2020-06-08,56.47077178955078,56.47077178955078,5966500
2020-06-09,55.90846252441406,55.90846252441406,4610200
2020-06-10,54.41510772705078,54.41510772705078,2658300
2020-06-11,51.85245132446289,51.85245132446289,3293900
2020-06-12,51.65886306762695,51.65886306762695,4313000
2020-06-15,53.161434173583984,53.161434173583984,4464300
2020-06-16,53.327362060546875,53.327362060546875,3510300
2020-06-17,52.30414581298828,52.30414581298828,2441500
2020-06-18,52.99551010131836,52.99551010131836,2137500
2020-06-19,52.543819427490234,52.543819427490234,7096100
2020-06-22,52.5991325378418,52.5991325378418,2027000
2020-06-23,52.35945129394531,52.35945129394531,2386900
