date,close,adj_close,volume
2000-01-03,18.258869171142578,18.258869171142578,6250200
2000-01-04,17.437042236328125,17.437042236328125,2799600
2000-01-05,17.65143394470215,17.65143394470215,2350800
2000-01-06,17.526365280151367,17.526365280151367,2038800
2000-01-07,18.65192222595215,18.65192222595215,3213800
2000-01-10,19.009241104125977,19.009241104125977,1856800
2000-01-11,18.81270980834961,18.81270980834961,1698200
2000-01-12,18.58045768737793,18.58045768737793,1353000
2000-01-13,19.527339935302734,19.527339935302734,2671600
2000-01-14,19.295087814331055,19.295087814331055,1230200
2000-01-18,18.45539093017578,18.45539093017578,1415200
2000-01-19,18.401805877685547,18.401805877685547,1249200
2000-01-20,17.99089241027832,17.99089241027832,884600
2000-01-21,17.84795379638672,17.84795379638672,2320800
2000-01-24,17.526365280151367,17.526365280151367,1092000
2000-01-25,17.043994903564453,17.043994903564453,2350800
2000-01-26,17.240514755249023,17.240514755249023,1829200
2000-01-27,17.079734802246094,17.079734802246094,1382000
2000-01-28,16.436555862426758,16.436555862426758,1109200
2000-01-31,16.722414016723633,16.722414016723633,1644000
2000-02-01,16.954669952392578,16.954669952392578,1235800
2000-02-02,16.954669952392578,16.954669952392578,1505400
2000-02-03,17.25838851928711,17.25838851928711,1542600
2000-02-04,17.240514755249023,17.240514755249023,1257200
2000-02-07,17.31199073791504,17.31199073791504,1020400
2000-02-08,17.061861038208008,17.061861038208008,1516200
2000-02-09,16.93681526184082,16.93681526184082,1234400
2000-02-10,16.293628692626953,16.293628692626953,1108200
2000-02-11,15.918452262878418,15.918452262878418,1299200
2000-02-14,15.632599830627441,15.632599830627441,1680400
2000-02-15,16.722414016723633,16.722414016723633,1787400
2000-02-16,16.525894165039062,16.525894165039062,1355800
2000-02-17,16.454421997070312,16.454421997070312,1224600
2000-02-18,16.097103118896484,16.097103118896484,1978000
2000-02-22,16.543752670288086,16.543752670288086,1065200
2000-02-23,16.93681526184082,16.93681526184082,1305400
2000-02-24,16.168567657470703,16.168567657470703,1966200
2000-02-25,15.078753471374512,15.078753471374512,2002600
2000-02-28,14.935827255249023,14.935827255249023,2485600
2000-02-29,14.77503490447998,14.77503490447998,2145000
2000-03-01,15.150219917297363,15.150219917297363,1582400
2000-03-02,15.150219917297363,15.150219917297363,1181200
2000-03-03,15.757654190063477,15.757654190063477,1019600
2000-03-06,15.418211936950684,15.418211936950684,1176200
2000-03-07,15.007292747497559,15.007292747497559,1689200
2000-03-08,15.453929901123047,15.453929901123047,1656200
2000-03-09,15.686195373535156,15.686195373535156,1481600
2000-03-10,15.5432710647583,15.5432710647583,1005800
2000-03-13,15.489673614501953,15.489673614501953,1565600
2000-03-14,15.436080932617188,15.436080932617188,1161000
2000-03-15,16.722414016723633,16.722414016723633,2499200
2000-03-16,18.401805877685547,18.401805877685547,2386200
2000-03-17,18.526859283447266,18.526859283447266,2389800
2000-03-20,17.79435920715332,17.79435920715332,1743400
2000-03-21,17.74076271057129,17.74076271057129,1084600
2000-03-22,17.490638732910156,17.490638732910156,1086600
2000-03-23,17.2226619720459,17.2226619720459,1639000
2000-03-24,17.026132583618164,17.026132583618164,1993200
2000-03-27,16.691152572631836,16.691152572631836,1303800
2000-03-28,16.293628692626953,16.293628692626953,1790800
2000-03-29,16.452783584594727,16.452783584594727,1705000
2000-03-30,16.649938583374023,16.649938583374023,2237400
2000-03-31,15.843426704406738,15.843426704406738,1917200
2000-04-03,16.9725399017334,16.9725399017334,1432400
2000-04-04,17.205522537231445,17.205522537231445,1708000
2000-04-05,16.936687469482422,16.936687469482422,1655800
2000-04-06,16.847070693969727,16.847070693969727,1000600
2000-04-07,16.703704833984375,16.703704833984375,807600
2000-04-10,17.008371353149414,17.008371353149414,864400
2000-04-11,17.205522537231445,17.205522537231445,1189400
2000-04-12,18.352558135986328,18.352558135986328,2041000
2000-04-13,17.796968460083008,17.796968460083008,1292200
2000-04-14,16.954614639282227,16.954614639282227,1719000
2000-04-17,17.510204315185547,17.510204315185547,1199600
2000-04-18,16.954614639282227,16.954614639282227,2115600
2000-04-19,17.348901748657227,17.348901748657227,1127400
2000-04-20,17.330984115600586,17.330984115600586,944000
2000-04-24,17.76112174987793,17.76112174987793,1353400
2000-04-25,18.262948989868164,18.262948989868164,1516000
2000-04-26,17.90449333190918,17.90449333190918,1653600
2000-04-27,17.994115829467773,17.994115829467773,939400
2000-04-28,18.370485305786133,18.370485305786133,957800
2000-05-01,18.280874252319336,18.280874252319336,1436600
2000-05-02,18.460092544555664,18.460092544555664,1317800
2000-05-03,18.02996253967285,18.02996253967285,1634400
2000-05-04,17.922428131103516,17.922428131103516,699800
2000-05-05,18.22710418701172,18.22710418701172,445800
2000-05-08,18.137496948242188,18.137496948242188,903800
2000-05-09,17.976192474365234,17.976192474365234,638600
2000-05-10,18.012039184570312,18.012039184570312,754800
2000-05-11,18.298791885375977,18.298791885375977,878800
2000-05-12,18.02996253967285,18.02996253967285,1162400
2000-05-15,18.012039184570312,18.012039184570312,722800
2000-05-16,18.56763458251953,18.56763458251953,943200
2000-05-17,18.531789779663086,18.531789779663086,562000
2000-05-18,18.137496948242188,18.137496948242188,983200
2000-05-19,18.02996253967285,18.02996253967285,637600
2000-05-22,17.58188819885254,17.58188819885254,793000
2000-05-23,17.61773681640625,17.61773681640625,529800
2000-05-24,18.352558135986328,18.352558135986328,1955400
