date,open,high,low,close,adj_close,volume
2000-11-13,19.286340713500977,19.286340713500977,19.286340713500977,19.286340713500977,19.286340713500977,0
2000-11-14,19.790523529052734,19.790523529052734,19.790523529052734,19.790523529052734,19.790523529052734,0
2000-11-15,19.911781311035156,19.911781311035156,19.911781311035156,19.911781311035156,19.911781311035156,0
2000-11-16,19.59267807006836,19.59267807006836,19.59267807006836,19.59267807006836,19.59267807006836,0
2000-11-17,19.50333595275879,19.50333595275879,19.50333595275879,19.50333595275879,19.50333595275879,0
2000-11-20,19.043832778930664,19.043832778930664,19.043832778930664,19.043832778930664,19.043832778930664,0
2000-11-21,19.050207138061523,19.050207138061523,19.050207138061523,19.050207138061523,19.050207138061523,0
2000-11-22,18.660913467407227,18.660913467407227,18.660913467407227,18.660913467407227,18.660913467407227,0
2000-11-24,19.037443161010742,19.037443161010742,19.037443161010742,19.037443161010742,19.037443161010742,0
2000-11-27,19.10126495361328,19.10126495361328,19.10126495361328,19.10126495361328,19.10126495361328,0
2000-11-28,18.801313400268555,18.801313400268555,18.801313400268555,18.801313400268555,18.801313400268555,0
2000-11-29,18.833227157592773,18.833227157592773,18.833227157592773,18.833227157592773,18.833227157592773,0
2000-11-30,18.463071823120117,18.463071823120117,18.463071823120117,18.463071823120117,18.463071823120117,0
2000-12-01,18.558795928955078,18.558795928955078,18.558795928955078,18.558795928955078,18.558795928955078,0
2000-12-04,18.629005432128906,18.629005432128906,18.629005432128906,18.629005432128906,18.629005432128906,0
2000-12-05,19.452266693115234,19.452266693115234,19.452266693115234,19.452266693115234,19.452266693115234,0
2000-12-06,19.114028930664062,19.114028930664062,19.114028930664062,19.114028930664062,19.114028930664062,0
2000-12-07,19.011920928955078,19.011920928955078,19.011920928955078,19.011920928955078,19.011920928955078,0
2000-12-08,19.522470474243164,19.522470474243164,19.522470474243164,19.522470474243164,19.522470474243164,0
2000-12-11,19.758607864379883,19.758607864379883,19.758607864379883,19.758607864379883,19.758607864379883,0
2000-12-12,19.56076431274414,19.56076431274414,19.56076431274414,19.56076431274414,19.56076431274414,0
2000-12-13,19.35016441345215,19.35016441345215,19.35016441345215,19.35016441345215,19.35016441345215,0
2000-12-14,19.018306732177734,19.018306732177734,19.018306732177734,19.018306732177734,19.018306732177734,0
2000-12-15,18.654523849487305,18.654523849487305,18.654523849487305,18.654523849487305,18.654523849487305,0
2000-12-18,18.788549423217773,18.788549423217773,18.788549423217773,18.788549423217773,18.788549423217773,0
2000-12-19,18.494976043701172,18.494976043701172,18.494976043701172,18.494976043701172,18.494976043701172,0
2000-12-20,17.90189552307129,17.90189552307129,17.90189552307129,17.90189552307129,17.90189552307129,0
2000-12-21,17.998493194580078,17.998493194580078,17.998493194580078,17.998493194580078,17.998493194580078,0
2000-12-22,18.539411544799805,18.539411544799805,18.539411544799805,18.539411544799805,18.539411544799805,0
2000-12-26,18.655315399169922,18.655315399169922,18.655315399169922,18.655315399169922,18.655315399169922,0
2000-12-27,18.90646743774414,18.90646743774414,18.90646743774414,18.90646743774414,18.90646743774414,0
2000-12-28,19.080322265625,19.080322265625,19.080322265625,19.080322265625,19.080322265625,0
2000-12-29,18.842063903808594,18.842063903808594,18.842063903808594,18.842063903808594,18.842063903808594,0
2001-01-02,18.211000442504883,18.211000442504883,18.211000442504883,18.211000442504883,18.211000442504883,0
2001-01-03,19.16404914855957,19.16404914855957,19.16404914855957,19.16404914855957,19.16404914855957,0
2001-01-04,18.9257869720459,18.9257869720459,18.9257869720459,18.9257869720459,18.9257869720459,0
2001-01-05,18.378421783447266,18.378421783447266,18.378421783447266,18.378421783447266,18.378421783447266,0
2001-01-08,18.326908111572266,18.326908111572266,18.326908111572266,18.326908111572266,18.326908111572266,0
2001-01-09,18.423500061035156,18.423500061035156,18.423500061035156,18.423500061035156,18.423500061035156,0
2001-01-10,18.687519073486328,18.687519073486328,18.687519073486328,18.687519073486328,18.687519073486328,0
2001-01-11,18.938671112060547,18.938671112060547,18.938671112060547,18.938671112060547,18.938671112060547,0
2001-01-12,18.867820739746094,18.867820739746094,18.867820739746094,18.867820739746094,18.867820739746094,0
2001-01-16,18.996610641479492,18.996610641479492,18.996610641479492,18.996610641479492,18.996610641479492,0
2001-01-17,19.067447662353516,19.067447662353516,19.067447662353516,19.067447662353516,19.067447662353516,0
2001-01-18,19.279958724975586,19.279958724975586,19.279958724975586,19.279958724975586,19.279958724975586,0
2001-01-19,19.183364868164062,19.183364868164062,19.183364868164062,19.183364868164062,19.183364868164062,0
2001-01-22,19.189796447753906,19.189796447753906,19.189796447753906,19.189796447753906,19.189796447753906,0
2001-01-23,19.492462158203125,19.492462158203125,19.492462158203125,19.492462158203125,19.492462158203125,0
2001-01-24,19.56329345703125,19.56329345703125,19.56329345703125,19.56329345703125,19.56329345703125,0
2001-01-25,19.4216251373291,19.4216251373291,19.4216251373291,19.4216251373291,19.4216251373291,0
2001-01-26,19.402305603027344,19.402305603027344,19.402305603027344,19.402305603027344,19.402305603027344,0
2001-01-29,19.576169967651367,19.576169967651367,19.576169967651367,19.576169967651367,19.576169967651367,0
2001-01-30,19.704971313476562,19.704971313476562,19.704971313476562,19.704971313476562,19.704971313476562,0
2001-01-31,19.569740295410156,19.569740295410156,19.569740295410156,19.569740295410156,19.569740295410156,0
2001-02-01,19.647010803222656,19.647010803222656,19.647010803222656,19.647010803222656,19.647010803222656,0
2001-02-02,19.286401748657227,19.286401748657227,19.286401748657227,19.286401748657227,19.286401748657227,0
2001-02-05,19.325040817260742,19.325040817260742,19.325040817260742,19.325040817260742,19.325040817260742,0
2001-02-06,19.337907791137695,19.337907791137695,19.337907791137695,19.337907791137695,19.337907791137695,0
2001-02-07,19.189796447753906,19.189796447753906,19.189796447753906,19.189796447753906,19.189796447753906,0
2001-02-08,19.061006546020508,19.061006546020508,19.061006546020508,19.061006546020508,19.061006546020508,0
2001-02-09,18.80342674255371,18.80342674255371,18.80342674255371,18.80342674255371,18.80342674255371,0
2001-02-12,19.00305938720703,19.00305938720703,19.00305938720703,19.00305938720703,19.00305938720703,0
2001-02-13,18.83563232421875,18.83563232421875,18.83563232421875,18.83563232421875,18.83563232421875,0
2001-02-14,18.83563232421875,18.83563232421875,18.83563232421875,18.83563232421875,18.83563232421875,0
2001-02-15,19.00950813293457,19.00950813293457,19.00950813293457,19.00950813293457,19.00950813293457,0
2001-02-16,18.66176414489746,18.66176414489746,18.66176414489746,18.66176414489746,18.66176414489746,0
2001-02-20,18.314027786254883,18.314027786254883,18.314027786254883,18.314027786254883,18.314027786254883,0
2001-02-21,17.985614776611328,17.985614776611328,17.985614776611328,17.985614776611328,17.985614776611328,0
2001-02-22,17.90189552307129,17.90189552307129,17.90189552307129,17.90189552307129,17.90189552307129,0
